ukprn,uni,year,female,male,unknown,total,change,lat,lon
10007858,University of Wales Trinity Saint David,2016,"5,605","4,315",5,9930,-495,51.85836,-4.3287129
10007858,University of Wales Trinity Saint David,2017,"5,400","4,350",5,9755,-175,51.85836,-4.3287129
10007858,University of Wales Trinity Saint David,2018,"5,660","4,610",5,10280,525,51.85836,-4.3287129
10007858,University of Wales Trinity Saint David,2019,"6,310","4,810",10,11135,855,51.85836,-4.3287129
10007858,University of Wales Trinity Saint David,2020,"7,340","5,350",10,12700,1565,51.85836,-4.3287129
10007858,University of Wales Trinity Saint David,2021,"8,475","6,305",15,14795,2095,51.85836,-4.3287129
10007858,University of Wales Trinity Saint David,2022,"8,515","6,505",25,15045,250,51.85836,-4.3287129
10007858,University of Wales Trinity Saint David,2023,"9,350","7,335",30,16720,1675,51.85836,-4.3287129
10007139,University of Worcester,2015,"6,660","3,410",0,10065,,52.197365,-2.2430849
10007139,University of Worcester,2016,"6,950","3,510",0,10455,390,52.197365,-2.2430849
10007139,University of Worcester,2017,"7,185","3,560",0,10745,290,52.197365,-2.2430849
10007139,University of Worcester,2018,"7,365","3,430",0,10800,55,52.197365,-2.2430849
10007139,University of Worcester,2019,"7,030","3,050",0,10075,-725,52.197365,-2.2430849
10007139,University of Worcester,2020,"7,030","3,150",0,10180,105,52.197365,-2.2430849
10007139,University of Worcester,2021,"7,305","2,805",0,10110,-70,52.197365,-2.2430849
10007139,University of Worcester,2022,"7,245","2,650",5,9900,-210,52.197365,-2.2430849
10007139,University of Worcester,2023,"6,920","2,610",40,9565,-335,52.197365,-2.2430849
10007162,"University of the Arts, London",2015,"13,200","4,565",10,17775,,51.517765,-0.116388
10007162,"University of the Arts, London",2016,"13,465","4,725",15,18205,430,51.517765,-0.116388
10007162,"University of the Arts, London",2017,"13,530","4,735",25,18290,85,51.517765,-0.116388
10007162,"University of the Arts, London",2018,"14,220","4,725",25,18970,680,51.517765,-0.116388
10007162,"University of the Arts, London",2019,"14,380","4,680",35,19095,125,51.517765,-0.116388
10007162,"University of the Arts, London",2020,"15,160","4,750",55,19965,870,51.517765,-0.116388
10007162,"University of the Arts, London",2021,"15,905","5,140",55,21105,1140,51.517765,-0.116388
10007162,"University of the Arts, London",2022,"16,955","5,420",75,22455,1350,51.517765,-0.116388
10007162,"University of the Arts, London",2023,"17,895","5,565",170,23625,1170,51.517765,-0.116388
10007114,University of the Highlands and Islands,2015,"4,485","3,365",0,7850,,57.469406,-4.2302461
10007114,University of the Highlands and Islands,2016,"4,790","3,625",0,8415,565,57.469406,-4.2302461
10007114,University of the Highlands and Islands,2017,"4,935","3,775",5,8720,305,57.469406,-4.2302461
10007114,University of the Highlands and Islands,2018,"5,490","3,825",10,9325,605,57.469406,-4.2302461
10007114,University of the Highlands and Islands,2019,"5,775","3,730",25,9525,200,57.469406,-4.2302461
10007114,University of the Highlands and Islands,2020,"6,135","3,740",35,9905,380,57.469406,-4.2302461
10007114,University of the Highlands and Islands,2021,"6,505","3,860",45,10410,505,57.469406,-4.2302461
10007114,University of the Highlands and Islands,2022,"6,395","3,565",45,10005,-405,57.469406,-4.2302461
10007114,University of the Highlands and Islands,2023,"6,115","3,475",65,9655,-350,57.469406,-4.2302461
10007164,"University of the West of England, Bristol",2015,"14,805","11,860",0,26670,,51.50108,-2.5474579
10007164,"University of the West of England, Bristol",2016,"15,490","12,225",0,27715,1045,51.50108,-2.5474579
10007164,"University of the West of England, Bristol",2017,"15,565","12,315",0,27880,165,51.50108,-2.5474579
10007164,"University of the West of England, Bristol",2018,"16,145","12,640",0,28790,910,51.50108,-2.5474579
10007164,"University of the West of England, Bristol",2019,"16,440","13,115",0,29555,765,51.50108,-2.5474579
10007164,"University of the West of England, Bristol",2020,"16,765","13,915",5,30680,1125,51.50108,-2.5474579
10007164,"University of the West of England, Bristol",2021,"18,810","15,580",20,34410,3730,51.50108,-2.5474579
10007164,"University of the West of England, Bristol",2022,"20,105","17,035",30,37170,2760,51.50108,-2.5474579
10007164,"University of the West of England, Bristol",2023,"21,040","17,735",50,38820,1650,51.50108,-2.5474579
10007713,York St John University,2015,"4,430","2,120",0,6550,,53.964844,-1.079543
10007713,York St John University,2016,"4,090","1,890",0,5980,-570,53.964844,-1.079543
10007713,York St John University,2017,"4,080","1,860",0,5940,-40,53.964844,-1.079543
10007713,York St John University,2018,"4,215","2,030",0,6250,310,53.964844,-1.079543
10007713,York St John University,2019,"4,395","2,220",5,6620,370,53.964844,-1.079543
10007713,York St John University,2020,"4,490","2,505",5,7000,380,53.964844,-1.079543
10007713,York St John University,2021,"4,765","2,810",5,7580,580,53.964844,-1.079543
10007713,York St John University,2022,"4,875","3,000",60,7935,355,53.964844,-1.079543
10007713,York St John University,2023,"5,690","3,535",45,9275,1340,53.964844,-1.079543
